abbhakṣa+Sing+Nom	abbhakṣa

oṃkāra+Sing+Nom	oṃkāra

oṇi+Dual+Loc	oṇioḥ

oṣadhi+Plur+Abl	oṣadhibhyaḥ

oṣadhi+Plur+Acc	oṣadhiaḥ

oṣadhi+Plur+Gen	oṣadhiām

oṣadhi+Plur+Ins	oṣadhibhiḥ

oṣadhi+Plur+Loc	oṣadhiṣu

oṣadhi+Plur+Nom	oṣadhiaḥ

oṣadhi+Plur+Voc	+?

oṣadhi+Sing+Acc	oṣadhiam

oṣadhi+Sing+Gen	oṣadhiaḥ

oṣadhi+Sing+Ins	oṣadhiā

oṣadhi+Sing+Nom	oṣadhi

oṣadhi+Sing+Voc	+?

oṣadhī+Plur+Abl	oṣadhībhyaḥ

oṣadhī+Plur+Acc	oṣadhīaḥ

oṣadhī+Plur+Dat	oṣadhībhyaḥ

oṣadhī+Plur+Gen	oṣadhīām

oṣadhī+Plur+Ins	oṣadhībhiḥ

oṣadhī+Plur+Loc	oṣadhīṣu

oṣadhī+Plur+Nom	oṣadhīaḥ

oṣadhī+Plur+Voc	+?

oṣadhī+Sing+Acc	oṣadhīam

oṣṭha+Dual+Loc	oṣṭhaoḥ

oṣṭha+Sing+Acc	oṣṭhaam

oṣṭha+Sing+Loc	oṣṭhai

oṣṭha+Sing+Nom	oṣṭha

pacana+Dual+Nom	pacanaau

pacana+Sing+Acc	pacanaam

pad+Dual+Abl	padbhyām

pad+Dual+Ins	padbhyām

pad+Dual+Loc	padoḥ

pad+Plur+Acc	padaḥ

pad+Plur+Ins	padbhiḥ

pad+Plur+Loc	patsu

pad+Sing+Gen	padaḥ

pad+Sing+Ins	padā

pad+Sing+Loc	padi

pad+Sing+Nom	pad

pada+Dual+Acc	padaau

pada+Dual+Nom	padaau

pada+Plur+Abl	padabhyaḥ

pada+Plur+Acc	padaaḥ

pada+Plur+Ins	padabhiḥ

pada+Plur+Nom	padaaḥ

pada+Sing+Acc	padaam

pada+Sing+Dat	padae

pada+Sing+Ins	padaā

pada+Sing+Loc	padai

pada+Sing+Nom	pada

padapaṅkti+Plur+Nom	padapaṅktiaḥ

padavīya+Sing+Acc	padavīyaam

padma+Sing+Loc	padmai

paijavana+Sing+Dat	paijavanae

paijavana+Sing+Gen	paijavanaaḥ

paiṅgya+Sing+Nom	paiṅgya

pakti+Sing+Nom	pakti

pakṣa+Dual+Acc	pakṣaau

pakṣa+Dual+Dat	pakṣabhyām

pakṣa+Dual+Nom	pakṣaau

pakṣa+Sing+Acc	pakṣaam

pakṣa+Sing+Gen	pakṣaaḥ

pakṣa+Sing+Ins	pakṣaā

pakṣa+Sing+Loc	pakṣai

pakṣa+Sing+Nom	pakṣa

pakṣas+Dual+Nom	pakṣasau

pakṣin+Plur+Acc	pakṣinaḥ

pakṣiṇī+Sing+Acc	pakṣiṇīam

palada+Sing+Acc	paladaam

palala+Sing+Acc	palalaam

palita+Plur+Acc	palitaaḥ

palita+Sing+Acc	palitaam

palita+Sing+Nom	palita

palpūlana+Sing+Loc	palpūlanai

palvala+Sing+Loc	palvalai

palya+Plur+Acc	palyaaḥ

palā+Sing+Acc	palāam

palāla+Plur+Nom	palālaaḥ

palāla+Sing+Ins	palālaā

palāśa+Dual+Nom	palāśaau

palāśa+Plur+Acc	palāśaaḥ

palāśa+Plur+Loc	palāśasu

palāśa+Sing+Gen	palāśaaḥ

palāśa+Sing+Ins	palāśaā

palāśa+Sing+Loc	palāśai

palāśa+Sing+Nom	palāśa

parameṣṭhin+Sing+Gen	parameṣṭhinaḥ

parameṣṭhin+Sing+Nom	parameṣṭhin

paramparā+Sing+Nom	paramparā

parasvant+Sing+Gen	parasvantaḥ

paraśu+Plur+Acc	paraśuaḥ

paraśu+Sing+Abl	paraśuaḥ

paraśu+Sing+Acc	paraśuam

paraśu+Sing+Ins	paraśuā

paraśu+Sing+Nom	paraśu

paraśvant+Sing+Nom	paraśvan

paribādh+Plur+Acc	paribādhaḥ

paribṛṃhaṇa+Sing+Nom	paribṛṃhaṇa

paricakṣā+Sing+Acc	paricakṣāam

paricakṣā+Sing+Nom	paricakṣā

paricaraṇa+Sing+Ins	paricaraṇaā

paricaraṇa+Sing+Nom	paricaraṇa

paricarmaṇya+Sing+Nom	paricarmaṇya

paricaryā+Sing+Nom	paricaryā

paricarā+Sing+Loc	paricarāi

paricaya+Sing+Acc	paricayaam

paridhi+Dual+Gen	paridhioḥ

paridhi+Plur+Acc	paridhiaḥ

paridhi+Plur+Ins	paridhibhiḥ

paridhi+Plur+Loc	paridhiṣu

paridhi+Plur+Nom	paridhiaḥ

paridhi+Sing+Acc	paridhiam

paridhi+Sing+Loc	paridhii

paridhi+Sing+Nom	paridhi

paridhāna+Sing+Abl	paridhānaaḥ

paridhāna+Sing+Nom	paridhāna

paridā+Sing+Acc	paridāam

paridṛṃhaṇa+Sing+Acc	paridṛṃhaṇaam

parigha+Dual+Nom	parighaau

parigha+Plur+Nom	parighaaḥ

parigha+Sing+Acc	parighaam

parigraha+Sing+Acc	parigrahaam

parigraha+Sing+Loc	parigrahai

parigrāha+Sing+Abl	parigrāhaaḥ

parigrāha+Sing+Acc	parigrāhaam

parigrāha+Sing+Loc	parigrāhai

parigṛhīti+Sing+Dat	parigṛhītie

parigṛhīti+Sing+Gen	parigṛhītiaḥ

parijman+Sing+Loc	parijmani

parijyāni+Sing+Dat	parijyānie

parijyāni+Sing+Nom	parijyāni

parikarmin+Sing+Acc	parikarminam

parikarmin+Sing+Dat	parikarmine

parikhā+Plur+Acc	parikhāaḥ

parikhā+Sing+Abl	parikhāaḥ

parikrama+Plur+Gen	parikramaām

parikramaṇa+Sing+Nom	parikramaṇa

parikāsana+Sing+Loc	parikāsanai

parikṣava+Sing+Loc	parikṣavai

parikṣepa+Sing+Nom	parikṣepa

parilekha+Sing+Acc	parilekhaam

parilekhana+Sing+Nom	parilekhana

parimokṣaṇa+Sing+Acc	parimokṣaṇaam

parimād+Plur+Nom	parimādaḥ

parimāṇa+Dual+Nom	parimāṇaau

parimāṇa+Sing+Acc	parimāṇaam

parimāṇa+Sing+Ins	parimāṇaā

parimāṇa+Sing+Loc	parimāṇai

paripad+Sing+Acc	paripadam

pariparin+Plur+Nom	pariparinaḥ

pariprārdha+Sing+Loc	pariprārdhai

paripāṇa+Sing+Abl	paripāṇaaḥ

paripāṇa+Sing+Acc	paripāṇaam

parirakṣaka+Plur+Acc	parirakṣakaaḥ

parisamūhana+Sing+Nom	pariṣamūhana

parisaṃvatsara+Plur+Acc	pariṣaṃvatsaraaḥ

pariskandha+Plur+Nom	pariṣkandhaaḥ

parisrut+Sing+Gen	pariṣrutaḥ

paristaraṇa+Sing+Acc	pariṣtaraṇaam

paristaraṇa+Sing+Nom	pariṣtaraṇa

parisāraka+Sing+Acc	pariṣārakaam

paritakmyā+Sing+Loc	paritakmyāi

parivapya+Dual+Acc	parivapyaau

parivapya+Sing+Acc	parivapyaam

parivatsara+Sing+Dat	parivatsarae

pariveṣṭitṛ+Sing+Acc	pariveṣṭitṛam

parivrājaka+Plur+Acc	parivrājakaaḥ

parivrājaka+Sing+Gen	parivrājakaaḥ

parivyayaṇa+Sing+Abl	parivyayaṇaaḥ

parivyayaṇa+Sing+Acc	parivyayaṇaam

parivyādha+Sing+Nom	parivyādha

parivāha+Plur+Acc	parivāhaaḥ

parivāpana+Sing+Nom	parivāpana

parivāsana+Plur+Acc	parivāsanaaḥ

parivāsana+Sing+Acc	parivāsanaam

parivṛta+Sing+Loc	parivṛtai

parivṛtti+Sing+Dat	parivṛttie

parivṛttī+Sing+Acc	parivṛttīam

pariyajña+Sing+Acc	pariyajñaam

pariśraya+Sing+Nom	pariśraya

pariśrit+Plur+Acc	pariśritaḥ

pariśrit+Plur+Ins	pariśridbhiḥ

pariṣad+Plur+Acc	pariṣadaḥ

pariṣad+Sing+Nom	pariṣad

pariṣaṭka+Sing+Acc	pariṣaṭkaam

pariṣecana+Sing+Nom	pariṣecana

pariṣkanda+Dual+Nom	pariṣkandaau

pariṣkanda+Plur+Nom	pariṣkandaaḥ

pariṣvaṅga+Sing+Dat	pariṣvaṅgae

pariṣṭuti+Sing+Nom	pariṣṭuti

parjanya+Sing+Abl	parjanyaaḥ

parjanya+Sing+Acc	parjanyaam

parjanya+Sing+Dat	parjanyae

parjanya+Sing+Gen	parjanyaaḥ

parjanya+Sing+Nom	parjanya

parjanya+Sing+Voc	+?

paru+Sing+Loc	parui

parus+Plur+Acc	paruṣaḥ

parus+Plur+Nom	paruṣaḥ

parus+Sing+Acc	paruṣam

parus+Sing+Ins	paruṣā

parus+Sing+Nom	paruṣ

paruṣṇī+Sing+Voc	+?

parva+Sing+Acc	parvaam

parvadakṣiṇā+Sing+Nom	parvadakṣiṇā

parvan+Plur+Gen	parvanām

parvan+Plur+Loc	parvansu

parvan+Plur+Nom	parvanaḥ

parvan+Sing+Acc	parvanam

parvan+Sing+Gen	parvanaḥ

parvan+Sing+Ins	parvanā

parvan+Sing+Loc	parvani

parvata+Plur+Acc	parvataaḥ

parvata+Plur+Gen	parvataām

parvata+Plur+Loc	parvatasu

parvata+Plur+Nom	parvataaḥ

parvata+Sing+Abl	parvataaḥ

parvata+Sing+Acc	parvataam

parvata+Sing+Gen	parvataaḥ

parvata+Sing+Ins	parvataā

parvata+Sing+Loc	parvatai

parvata+Sing+Nom	parvata

parvati+Sing+Nom	parvati

paryagni+Sing+Acc	paryagniam

paryagni+Sing+Dat	paryagnie

paryagni+Sing+Gen	paryagniaḥ

paryagni+Sing+Loc	paryagnii

paryanta+Plur+Acc	paryantaaḥ

paryanta+Sing+Acc	paryantaam

paryavasāna+Sing+Abl	paryavasānaaḥ

paryaya+Sing+Loc	paryayai

paryayaṇa+Plur+Loc	paryayaṇasu

paryaṅka+Sing+Acc	paryaṅkaam

paryaṅka+Sing+Nom	paryaṅka

paryukṣaṇa+Sing+Loc	paryukṣaṇai

paryukṣaṇa+Sing+Nom	paryukṣaṇa

paryāsa+Sing+Nom	paryāsa

paryāya+Sing+Acc	paryāyaam

paryāya+Sing+Loc	paryāyai

parābhava+Sing+Acc	parābhavaam

parābhāva+Sing+Dat	parābhāvae

parāgvasu+Sing+Nom	parāgvasu

parāhṇa+Plur+Loc	parāhṇasu

parājaya+Sing+Loc	parājayai

parāka+Sing+Gen	parākaaḥ

parāka+Sing+Loc	parākai

parākrama+Sing+Loc	parākramai

parākrama+Sing+Nom	parākrama

parākrānti+Sing+Nom	parākrānti

parākāśa+Dual+Acc	parākāśaau

parāvara+Sing+Loc	parāvarai

parāvasu+Sing+Nom	parāvasu

parāvat+Plur+Acc	parāvataḥ

parāvat+Sing+Abl	parāvataḥ

parāvat+Sing+Acc	parāvatam

parāvat+Sing+Loc	parāvati

parāyaṇa+Sing+Acc	parāyaṇaam

parāyaṇa+Sing+Loc	parāyaṇai

parāyaṇa+Sing+Nom	parāyaṇa

parāśara+Sing+Voc	+?

parāṇutti+Sing+Dat	parāṇuttie

parīkṣā+Sing+Nom	parīkṣā

parīmāṇa+Sing+Nom	parīmāṇa

parīti+Sing+Nom	parīti

parītti+Sing+Nom	parītti

parīśeṣa+Sing+Acc	parīśeṣaam

parīśāsa+Sing+Acc	parīśāsaam

parīṇah+Sing+Nom	parīṇah

parīṇas+Sing+Abl	parīṇasaḥ

parīṇas+Sing+Acc	parīṇasam

parīṇas+Sing+Gen	parīṇasaḥ

parīṇas+Sing+Ins	parīṇasā

parśu+Plur+Nom	parśuaḥ

parśu+Sing+Acc	parśuam

parśukā+Sing+Ins	parśukāā

parśāna+Sing+Loc	parśānai

parṇa+Dual+Acc	parṇaau

parṇa+Dual+Ins	parṇabhyām

parṇa+Plur+Acc	parṇaaḥ

parṇa+Plur+Ins	parṇabhiḥ

parṇa+Plur+Nom	parṇaaḥ

parṇa+Sing+Abl	parṇaaḥ

parṇa+Sing+Acc	parṇaam

parṇa+Sing+Ins	parṇaā

parṇa+Sing+Loc	parṇai

parṇa+Sing+Nom	parṇa

parṇa+Sing+Voc	+?

parṇadhi+Sing+Abl	parṇadhiaḥ

parṇī+Sing+Nom	parṇī

parṣad+Sing+Nom	parṣad

pasas+Sing+Acc	pasasam

pasas+Sing+Nom	pasas

pastyā+Plur+Gen	pastyāām

patana+Plur+Nom	patanaaḥ

patana+Sing+Acc	patanaam

patanīya+Plur+Abl	patanīyabhyaḥ

patatra+Plur+Ins	patatrabhiḥ

patatrin+Plur+Ins	patatrinbhiḥ

patatrin+Plur+Nom	patatrinaḥ

pataṃga+Plur+Abl	pataṃgabhyaḥ

pataṃga+Sing+Acc	pataṃgaam

pataṃga+Sing+Dat	pataṃgae

pataṃga+Sing+Gen	pataṃgaaḥ

pataṃga+Sing+Nom	pataṃga

pataṃga+Sing+Voc	+?

patha+Dual+Ins	pathabhyām

patha+Plur+Acc	pathaaḥ

patha+Sing+Abl	pathaaḥ

patha+Sing+Acc	pathaam

patha+Sing+Loc	pathai

patha+Sing+Nom	patha

pathaspati+Sing+Voc	+?

pathin+Dual+Gen	pathinoḥ

pathin+Dual+Nom	pathinau

pathin+Plur+Acc	pathinaḥ

pathin+Plur+Gen	pathinām

pathin+Plur+Ins	pathinbhiḥ

pathin+Plur+Nom	pathinaḥ

pathin+Sing+Abl	pathinaḥ

pathin+Sing+Acc	pathinam

pathin+Sing+Gen	pathinaḥ

pathin+Sing+Ins	pathinā

pathin+Sing+Loc	pathini

pathin+Sing+Nom	pathin

pathipā+Sing+Nom	pathipā

pathyā+Plur+Acc	pathyāaḥ

pathyā+Plur+Loc	pathyāsu

pathyā+Plur+Nom	pathyāaḥ

pathyā+Sing+Acc	pathyāam

pathyā+Sing+Dat	pathyāe

pathyā+Sing+Gen	pathyāaḥ

pathyā+Sing+Ins	pathyāā

pathyā+Sing+Nom	pathyā

pati+Dual+Acc	patiau

pati+Dual+Dat	patibhyām

pati+Dual+Gen	patioḥ

pati+Dual+Nom	patiau

pati+Dual+Voc	+?

pati+Plur+Dat	patibhyaḥ

pati+Plur+Gen	patiām

pati+Plur+Nom	patiaḥ

pati+Sing+Acc	patiam

pati+Sing+Dat	patie

pati+Sing+Gen	patiaḥ

pati+Sing+Ins	patiā

pati+Sing+Loc	patii

pati+Sing+Nom	pati

pati+Sing+Voc	+?

patman+Sing+Ins	patmanā

patman+Sing+Loc	patmani

patnī+Dual+Acc	patnīau

patnī+Dual+Nom	patnīau

patnī+Plur+Acc	patnīaḥ

patnī+Plur+Dat	patnībhyaḥ

patnī+Plur+Gen	patnīām

patnī+Plur+Ins	patnībhiḥ

patnī+Plur+Nom	patnīaḥ

patnī+Plur+Voc	+?

patnī+Sing+Acc	patnīam

patnī+Sing+Dat	patnīe

patnī+Sing+Gen	patnīaḥ

patnī+Sing+Ins	patnīā

patnī+Sing+Loc	patnīi

patnī+Sing+Nom	patnī

patnī+Sing+Voc	+?

patnīmantra+Plur+Ins	patnīmantrabhiḥ

patnīmantra+Plur+Nom	patnīmantraaḥ

patnīsaṃyāja+Plur+Acc	patnīṣaṃyājaaḥ

pattra+Plur+Nom	pattraaḥ

pattra+Sing+Acc	pattraam

pattra+Sing+Nom	pattra

patya+Sing+Nom	patya

patākā+Plur+Acc	patākāaḥ

pauloma+Plur+Acc	paulomaaḥ

paura+Sing+Acc	pauraam

paura+Sing+Loc	paurai

paura+Sing+Nom	paura

pauruśiṣṭi+Sing+Nom	pauruśiṣṭi

pauruṣa+Sing+Ins	pauruṣaā

paurṇamāsa+Dual+Nom	paurṇamāsaau

paurṇamāsa+Sing+Abl	paurṇamāsaaḥ

paurṇamāsa+Sing+Acc	paurṇamāsaam

paurṇamāsa+Sing+Gen	paurṇamāsaaḥ

paurṇamāsa+Sing+Ins	paurṇamāsaā

paurṇamāsa+Sing+Loc	paurṇamāsai

paurṇamāsa+Sing+Nom	paurṇamāsa

paurṇamāsī+Dual+Nom	paurṇamāsīau

paurṇamāsī+Plur+Loc	paurṇamāsīṣu

paurṇamāsī+Sing+Acc	paurṇamāsīam

paurṇamāsī+Sing+Dat	paurṇamāsīe

paurṇamāsī+Sing+Loc	paurṇamāsīi

paurṇamāsī+Sing+Nom	paurṇamāsī

pautra+Plur+Acc	pautraaḥ

pautra+Plur+Dat	pautrabhyaḥ

pautra+Plur+Nom	pautraaḥ

pautra+Sing+Acc	pautraam

pauṃsya+Plur+Ins	pauṃṣyabhiḥ

pauṃsya+Plur+Nom	pauṃṣyaaḥ

pauṃsya+Sing+Acc	pauṃṣyaam

pauṣī+Sing+Loc	pauṣīi

pavamāna+Plur+Gen	pavamānaām

pavamāna+Sing+Nom	pavamāna

pavamāna+Sing+Voc	+?

pavana+Sing+Ins	pavanaā

pavasta+Dual+Nom	pavastaau

pavasta+Plur+Ins	pavastabhiḥ

pavi+Plur+Nom	paviaḥ

pavi+Sing+Acc	paviam

pavi+Sing+Gen	paviaḥ

pavi+Sing+Ins	paviā

pavi+Sing+Nom	pavi

pavitra+Dual+Acc	pavitraau

pavitra+Dual+Gen	pavitraoḥ

pavitra+Dual+Ins	pavitrabhyām

pavitra+Dual+Loc	pavitraoḥ

pavitra+Dual+Nom	pavitraau

pavitra+Plur+Acc	pavitraaḥ

pavitra+Plur+Ins	pavitrabhiḥ

pavitra+Plur+Nom	pavitraaḥ

pavitra+Sing+Acc	pavitraam

pavitra+Sing+Gen	pavitraaḥ

pavitra+Sing+Ins	pavitraā

pavitra+Sing+Loc	pavitrai

pavitra+Sing+Nom	pavitra

pavitreṣṭi+Sing+Acc	pavitreṣṭiam

payas+Plur+Acc	payasaḥ

payas+Plur+Ins	payasbhiḥ

payas+Plur+Nom	payasaḥ

payas+Sing+Acc	payasam

payas+Sing+Gen	payasaḥ

payas+Sing+Ins	payasā

payas+Sing+Loc	payasi

payas+Sing+Nom	payas

payasyā+Sing+Nom	payasyā

pañcagavya+Plur+Ins	pañcagavyabhiḥ

pañcahotṛ+Sing+Acc	pañcahotṛam

pañcahotṛ+Sing+Ins	pañcahotṛā

pañcahotṛ+Sing+Nom	pañcahotṛ

pañcamī+Dual+Ins	pañcamībhyām

pañcavātīya+Sing+Acc	pañcavātīyaam

pañcayajña+Plur+Nom	pañcayajñaaḥ

pañcāla+Plur+Gen	pañcālaām

pañcāla+Plur+Loc	pañcālasu

pañcāla+Plur+Nom	pañcālaaḥ

pañcāśā+Dual+Acc	pañcāśāau

paśavya+Sing+Nom	paśavya

paśu+Dual+Acc	paśuau

paśu+Plur+Abl	paśubhyaḥ

paśu+Plur+Acc	paśuaḥ

paśu+Plur+Dat	paśubhyaḥ

paśu+Plur+Gen	paśuām

paśu+Plur+Ins	paśubhiḥ

paśu+Plur+Loc	paśuṣu

paśu+Plur+Nom	paśuaḥ

paśu+Plur+Voc	+?

paśu+Sing+Abl	paśuaḥ

paśu+Sing+Acc	paśuam

paśu+Sing+Dat	paśue

paśu+Sing+Gen	paśuaḥ

paśu+Sing+Ins	paśuā

paśu+Sing+Loc	paśui

paśu+Sing+Nom	paśu

paśubandha+Plur+Acc	paśubandhaaḥ

paśubandha+Plur+Gen	paśubandhaām

paśubandha+Plur+Loc	paśubandhasu

paśubandha+Plur+Nom	paśubandhaaḥ

paśubandha+Sing+Acc	paśubandhaam

paśubandha+Sing+Gen	paśubandhaaḥ

paśubandha+Sing+Ins	paśubandhaā

paśupati+Dual+Voc	+?

paśupati+Sing+Acc	paśupatiam

paśupati+Sing+Dat	paśupatie

paśupati+Sing+Gen	paśupatiaḥ

paśupati+Sing+Nom	paśupati

paśupati+Sing+Voc	+?

paḍvīśa+Sing+Abl	paḍvīśaaḥ

paṅkaja+Plur+Ins	paṅkajabhiḥ

paṅkti+Dual+Acc	paṅktiau

paṅkti+Sing+Acc	paṅktiam

paṅkti+Sing+Dat	paṅktie

paṅkti+Sing+Ins	paṅktiā

paṅkti+Sing+Nom	paṅkti

paṇa+Sing+Nom	paṇa

paṇi+Plur+Acc	paṇiaḥ

paṇi+Plur+Gen	paṇiām

paṇi+Plur+Nom	paṇiaḥ

paṇi+Sing+Acc	paṇiam

paṇi+Sing+Gen	paṇiaḥ

paṇi+Sing+Ins	paṇiā

paṇya+Sing+Acc	paṇyaam

paṇya+Sing+Loc	paṇyai

paṇya+Sing+Nom	paṇya

paṇḍita+Plur+Nom	paṇḍitaaḥ

paṇḍita+Sing+Acc	paṇḍitaam

paṣṭhauhī+Sing+Acc	paṣṭhauhīam

paṭala+Sing+Nom	paṭala

pedu+Sing+Dat	pedue

peru+Sing+Nom	peru

peruka+Sing+Loc	perukai

petva+Sing+Acc	petvaam

petva+Sing+Gen	petvaaḥ

petva+Sing+Nom	petva

peya+Plur+Ins	peyabhiḥ

peya+Plur+Nom	peyaaḥ

peya+Sing+Dat	peyae

peya+Sing+Nom	peya

peśas+Plur+Acc	peśasaḥ

peśas+Sing+Acc	peśasam

peśas+Sing+Ins	peśasā

peśas+Sing+Nom	peśas

peṣṭra+Sing+Nom	peṣṭra

phala+Dual+Ins	phalabhyām

phala+Plur+Acc	phalaaḥ

phala+Plur+Gen	phalaām

phala+Plur+Ins	phalabhiḥ

phala+Plur+Loc	phalasu

phala+Plur+Nom	phalaaḥ

phala+Sing+Abl	phalaaḥ

phala+Sing+Acc	phalaam

phala+Sing+Gen	phalaaḥ

phala+Sing+Nom	phala

phalaka+Dual+Acc	phalakaau

phalaka+Dual+Loc	phalakaoḥ

phalaka+Plur+Nom	phalakaaḥ

phalaka+Sing+Acc	phalakaam

phalaka+Sing+Loc	phalakai

phalaka+Sing+Nom	phalaka

phalguna+Sing+Voc	+?

phalgunī+Dual+Ins	phalgunībhyām

phalgunī+Plur+Loc	phalgunīṣu

phalīkaraṇa+Plur+Gen	phalīkaraṇaām

phalīkaraṇa+Plur+Ins	phalīkaraṇabhiḥ

phalīkaraṇa+Plur+Nom	phalīkaraṇaaḥ

phena+Plur+Acc	phenaaḥ

phena+Plur+Ins	phenabhiḥ

phena+Sing+Acc	phenaam

phena+Sing+Nom	phena

phāla+Plur+Nom	phālaaḥ

phāla+Sing+Nom	phāla

phālgunī+Plur+Ins	phālgunībhiḥ

phālgunī+Sing+Gen	phālgunīaḥ

phālgunī+Sing+Loc	phālgunīi

phāṇṭa+Plur+Acc	phāṇṭaaḥ

phāṇṭa+Sing+Acc	phāṇṭaam

phāṇṭa+Sing+Ins	phāṇṭaā

piccholā+Sing+Acc	piccholāam

pinākāvasa+Sing+Nom	pinākāvasa

pippala+Plur+Acc	pippalaaḥ

pippala+Plur+Dat	pippalabhyaḥ

pippala+Plur+Nom	pippalaaḥ

pippala+Sing+Acc	pippalaam

pippala+Sing+Nom	pippala

pippalī+Dual+Acc	pippalīau

pippalī+Plur+Nom	pippalīaḥ

pippalī+Sing+Nom	pippalī

pipru+Sing+Gen	pipruaḥ

pipāsā+Dual+Acc	pipāsāau

pipāsā+Dual+Ins	pipāsābhyām

pipāsā+Dual+Nom	pipāsāau

pipāsā+Sing+Ins	pipāsāā

pipāsā+Sing+Nom	pipāsā

pipīla+Sing+Nom	pipīla

pipīlaka+Sing+Acc	pipīlakaam

pipīlikā+Plur+Abl	pipīlikābhyaḥ

pipīlikā+Plur+Nom	pipīlikāaḥ

pipīlikā+Sing+Nom	pipīlikā

pitrya+Sing+Acc	pitryaam

pitrya+Sing+Loc	pitryai

pitryupavīta+Sing+Acc	pitryupavītaam

pitta+Sing+Nom	pitta

pitu+Plur+Gen	pituām

pitu+Sing+Acc	pituam

pitu+Sing+Nom	pitu

pitu+Sing+Voc	+?

pitāmaha+Plur+Voc	+?

pitāmaha+Sing+Acc	pitāmahaam

pitāmaha+Sing+Dat	pitāmahae

pitāmaha+Sing+Gen	pitāmahaaḥ

pitāmaha+Sing+Nom	pitāmaha

pitāputra+Dual+Acc	pitāputraau

pitāputra+Dual+Nom	pitāputraau

pitṛ+Dual+Acc	pitṛau

pitṛ+Dual+Dat	pitṛbhyām

pitṛ+Dual+Gen	pitṛoḥ

pitṛ+Dual+Loc	pitṛoḥ

pitṛ+Dual+Nom	pitṛau

pitṛ+Plur+Abl	pitṛbhyaḥ

pitṛ+Plur+Acc	pitṛaḥ

pitṛ+Plur+Dat	pitṛbhyaḥ

pitṛ+Plur+Gen	pitṛām

pitṛ+Plur+Ins	pitṛbhiḥ

pitṛ+Plur+Loc	pitṛsu

pitṛ+Plur+Nom	pitṛaḥ

pitṛ+Plur+Voc	+?

pitṛ+Sing+Abl	pitṛaḥ

pitṛ+Sing+Acc	pitṛam

pitṛ+Sing+Dat	pitṛe

pitṛ+Sing+Gen	pitṛaḥ

pitṛ+Sing+Ins	pitṛā

pitṛ+Sing+Loc	pitṛi

pitṛ+Sing+Nom	pitṛ

pitṛ+Sing+Voc	+?

pitṛyajña+Sing+Nom	pitṛyajña

pitṛṣvasṛ+Sing+Gen	pitṛṣvasṛaḥ

piñjūlī+Plur+Acc	piñjūlīaḥ

piñjūlī+Plur+Ins	piñjūlībhiḥ

piñjūlī+Plur+Nom	piñjūlīaḥ

piñjūlī+Sing+Ins	piñjūlīā

piśita+Plur+Acc	piśitaaḥ

piśita+Sing+Acc	piśitaam

piśita+Sing+Nom	piśita

piśuna+Sing+Nom	piśuna

piśāca+Plur+Acc	piśācaaḥ

piśāca+Plur+Gen	piśācaām

piśāca+Plur+Ins	piśācabhiḥ

piśāca+Plur+Nom	piśācaaḥ

piśāca+Plur+Voc	+?

piśāca+Sing+Abl	piśācaaḥ

piśāca+Sing+Acc	piśācaam

piśācī+Sing+Gen	piśācīaḥ

piśīlavīṇā+Dual+Acc	piśīlavīṇāau

piśīlavīṇā+Dual+Nom	piśīlavīṇāau

piśīlī+Sing+Nom	piśīlī

piṇyāka+Dual+Ins	piṇyākabhyām

piṇḍa+Dual+Acc	piṇḍaau

piṇḍa+Plur+Acc	piṇḍaaḥ

piṇḍa+Plur+Ins	piṇḍabhiḥ

piṇḍa+Sing+Acc	piṇḍaam

piṇḍa+Sing+Gen	piṇḍaaḥ

piṇḍa+Sing+Ins	piṇḍaā

piṇḍa+Sing+Loc	piṇḍai

piṇḍa+Sing+Nom	piṇḍa

piṇḍapitṛyajña+Sing+Ins	piṇḍapitṛyajñaā

piṇḍapitṛyajña+Sing+Nom	piṇḍapitṛyajña

piṇḍī+Plur+Ins	piṇḍībhiḥ

piṣṭa+Plur+Acc	piṣṭaaḥ

piṣṭa+Sing+Ins	piṣṭaā

piṣṭa+Sing+Nom	piṣṭa

piṣṭodvapanī+Sing+Acc	piṣṭodvapanīam

plakṣa+Sing+Abl	plakṣaaḥ

