abbhakṣa+Sing+Nom	abbhakṣa
andhaka+Plur+Nom	andhakaaḥ

andhas+Dual+Acc	andhasau

andhas+Sing+Abl	andhasaḥ

andhas+Sing+Acc	andhasam

andhas+Sing+Gen	andhasaḥ

andhas+Sing+Ins	andhasā

andhas+Sing+Nom	andhas

andhra+Plur+Nom	andhraaḥ

andhīkaraṇa+Sing+Nom	andhīkaraṇa

anigraha+Sing+Loc	anigrahai

anila+Plur+Gen	anilaām

animiṣant+Sing+Nom	animiṣan

aniruddha+Sing+Acc	aniruddhaam

anirā+Sing+Acc	anirāam

anita+Sing+Nom	anita

anivṛtti+Sing+Nom	anivṛtti

aniyama+Sing+Acc	aniyamaam

anna+Plur+Acc	annaaḥ

anna+Plur+Gen	annaām

anna+Plur+Ins	annabhiḥ

anna+Plur+Loc	annasu

anna+Plur+Nom	annaaḥ

anna+Sing+Abl	annaaḥ

anna+Sing+Acc	annaam

anna+Sing+Dat	annae

anna+Sing+Gen	annaaḥ

anna+Sing+Ins	annaā

anna+Sing+Loc	annai

anna+Sing+Nom	anna

annapati+Sing+Dat	annapatie

annapati+Sing+Voc	+?

annaprāśana+Sing+Nom	annaprāśana

annādya+Sing+Abl	annādyaaḥ

annādya+Sing+Acc	annādyaam

annādya+Sing+Dat	annādyae

annādya+Sing+Gen	annādyaaḥ

annādya+Sing+Ins	annādyaā

annādya+Sing+Loc	annādyai

annādya+Sing+Nom	annādya

annāyu+Sing+Nom	annāyu

anta+Dual+Acc	antaau

anta+Dual+Loc	antaoḥ

anta+Dual+Nom	antaau

anta+Plur+Acc	antaaḥ

anta+Plur+Dat	antabhyaḥ

anta+Plur+Ins	antabhiḥ

anta+Plur+Loc	antasu

anta+Plur+Nom	antaaḥ

anta+Sing+Abl	antaaḥ

anta+Sing+Acc	antaam

anta+Sing+Ins	antaā

anta+Sing+Loc	antai

anta+Sing+Nom	anta

antaka+Sing+Nom	antaka

antara+Plur+Acc	antaraaḥ

antara+Plur+Loc	antarasu

antara+Sing+Acc	antaraam

antara+Sing+Ins	antaraā

antara+Sing+Loc	antarai

antara+Sing+Nom	antara

antardeśa+Plur+Abl	antardeśabhyaḥ

antardeśa+Plur+Acc	antardeśaaḥ

antardeśa+Sing+Abl	antardeśaaḥ

antardhi+Sing+Nom	antardhi

antarikṣa+Sing+Abl	antarikṣaaḥ

antarikṣa+Sing+Acc	antarikṣaam

antarikṣa+Sing+Dat	antarikṣae

antarikṣa+Sing+Gen	antarikṣaaḥ

antarikṣa+Sing+Ins	antarikṣaā

antarikṣa+Sing+Loc	antarikṣai

antarikṣa+Sing+Nom	antarikṣa

antarikṣa+Sing+Voc	+?

antarvāsas+Sing+Nom	antarvāsas

antaryakṣa+Sing+Nom	antaryakṣa

antarākāśa+Sing+Nom	antarākāśa

antarātman+Sing+Nom	antarātman

antastha+Sing+Acc	antasthaam

antastya+Sing+Nom	antastya

antevāsin+Plur+Dat	antevāsinbhyaḥ

antevāsin+Plur+Gen	antevāsinām

antevāsin+Plur+Nom	antevāsinaḥ

antevāsin+Sing+Acc	antevāsinam

antevāsin+Sing+Dat	antevāsine

antevāsin+Sing+Nom	antevāsin

antika+Sing+Abl	antikaaḥ

antika+Sing+Acc	antikaam

antika+Sing+Loc	antikai

antyāvasāyin+Plur+Ins	antyāvasāyinbhiḥ

antyāvasāyinī+Sing+Loc	antyāvasāyinīi

anubandha+Sing+Acc	anubandhaam

anucara+Sing+Nom	anucara

anudeyī+Sing+Nom	anudeyī

anudhyāna+Plur+Ins	anudhyānabhiḥ

anudvāra+Sing+Nom	anudvāra

anugati+Sing+Dat	anugatie

anugraha+Sing+Acc	anugrahaam

anugraha+Sing+Ins	anugrahaā

anuja+Sing+Acc	anujaam

anujñā+Sing+Acc	anujñāam

anujñā+Sing+Nom	anujñā

anujā+Sing+Acc	anujāam

anukalpa+Sing+Acc	anukalpaam

anukhyāti+Sing+Dat	anukhyātie

anukhyātṛ+Sing+Nom	anukhyātṛ

anukrama+Sing+Ins	anukramaā

anukrośa+Dual+Nom	anukrośaau

anukṛti+Sing+Acc	anukṛtiam

anukṛti+Sing+Nom	anukṛti

anulepana+Sing+Acc	anulepanaam

anulepana+Sing+Ins	anulepanaā

anulepana+Sing+Nom	anulepana

anumantraṇa+Plur+Ins	anumantraṇabhiḥ

anumantraṇa+Plur+Nom	anumantraṇaaḥ

anumantraṇa+Sing+Ins	anumantraṇaā

anumantraṇa+Sing+Nom	anumantraṇa

anumati+Sing+Dat	anumatie

anumati+Sing+Ins	anumatiā

anumati+Sing+Nom	anumati

anumati+Sing+Voc	+?

anumāna+Sing+Ins	anumānaā

anumārjana+Plur+Nom	anumārjanaaḥ

anuparikramaṇa+Sing+Nom	anuparikramaṇa

anupraharaṇa+Sing+Loc	anupraharaṇai

anupāna+Sing+Nom	anupāna

anupāya+Sing+Ins	anupāyaā

anurodha+Sing+Abl	anurodhaaḥ

anuroha+Sing+Acc	anurohaam

anuroha+Sing+Dat	anurohae

anuroha+Sing+Nom	anuroha

anurūpa+Dual+Gen	anurūpaoḥ

anurūpa+Dual+Nom	anurūpaau

anurūpa+Plur+Gen	anurūpaām

anurūpa+Sing+Acc	anurūpaam

anurūpa+Sing+Nom	anurūpa

anusaṃtāna+Sing+Loc	anuṣaṃtānai

anusevā+Sing+Acc	anuṣevāam

anustaraṇa+Plur+Nom	anuṣtaraṇaaḥ

anustaraṇī+Sing+Acc	anuṣtaraṇīam

anuvacana+Sing+Abl	anuvacanaaḥ

anuvacana+Sing+Loc	anuvacanai

anuvacana+Sing+Nom	anuvacana

anuvaṣaṭkāra+Sing+Acc	anuvaṣaṭkāraam

anuvaṣaṭkāra+Sing+Nom	anuvaṣaṭkāra

anuvrajyā+Sing+Nom	anuvrajyā

anuvyākhyāna+Plur+Nom	anuvyākhyānaaḥ

anuvāka+Dual+Ins	anuvākabhyām

anuvāka+Plur+Acc	anuvākaaḥ

anuvāka+Sing+Acc	anuvākaam

anuvāka+Sing+Gen	anuvākaaḥ

anuvāka+Sing+Ins	anuvākaā

anuvākyā+Dual+Nom	anuvākyāau

anuvākyā+Plur+Acc	anuvākyāaḥ

anuvākyā+Plur+Nom	anuvākyāaḥ

anuyāja+Dual+Abl	anuyājabhyām

anuyāja+Dual+Acc	anuyājaau

anuyāja+Plur+Abl	anuyājabhyaḥ

anuyāja+Plur+Acc	anuyājaaḥ

anuyāja+Plur+Gen	anuyājaām

anuyāja+Plur+Loc	anuyājasu

anuyāja+Plur+Nom	anuyājaaḥ

anuyāja+Sing+Ins	anuyājaā

anuyāja+Sing+Nom	anuyāja

anuyātra+Sing+Nom	anuyātra

anuśāsana+Plur+Nom	anuśāsanaaḥ

anuśāsana+Sing+Acc	anuśāsanaam

anuśāsana+Sing+Gen	anuśāsanaaḥ

anuśāsana+Sing+Ins	anuśāsanaā

anuśāsana+Sing+Nom	anuśāsana

anuṣṭhātṛ+Dual+Acc	anuṣṭhātṛau

anuṣṭhātṛ+Sing+Acc	anuṣṭhātṛam

anuṣṭhātṛ+Sing+Nom	anuṣṭhātṛ

anuṣṭubh+Dual+Acc	anuṣṭubhau

anuṣṭubh+Dual+Gen	anuṣṭubhoḥ

anuṣṭubh+Plur+Nom	anuṣṭubhaḥ

anuṣṭubh+Sing+Acc	anuṣṭubham

anuṣṭubh+Sing+Dat	anuṣṭubhe

anuṣṭubh+Sing+Gen	anuṣṭubhaḥ

anuṣṭubh+Sing+Ins	anuṣṭubhā

anuṣṭubh+Sing+Loc	anuṣṭubhi

anuṣṭubh+Sing+Nom	anuṣṭubh

anvavāya+Sing+Dat	anvavāyae

anvaya+Sing+Gen	anvayaaḥ

anvaya+Sing+Nom	anvaya

anvaṣṭakya+Sing+Dat	anvaṣṭakyae

anvaṣṭakya+Sing+Nom	anvaṣṭakya

anvaṣṭakā+Plur+Loc	anvaṣṭakāsu

anvādhāna+Sing+Gen	anvādhānaaḥ

anvāgama+Sing+Abl	anvāgamaaḥ

anvāhārya+Sing+Acc	anvāhāryaam

anvāhārya+Sing+Loc	anvāhāryai

anvāhārya+Sing+Nom	anvāhārya

anvāhāryapacana+Sing+Acc	anvāhāryapacanaam

anvāhāryapacana+Sing+Loc	anvāhāryapacanai

anvāhāryapacana+Sing+Nom	anvāhāryapacana

anvākhyāna+Plur+Nom	anvākhyānaaḥ

anyatva+Sing+Abl	anyatvaaḥ

anādeśa+Sing+Loc	anādeśai

anādhṛṣya+Sing+Nom	anādhṛṣya

anāgama+Sing+Abl	anāgamaaḥ

anāgāstva+Sing+Acc	anāgāstvaam

anāgāstva+Sing+Ins	anāgāstvaā

anāhitāgni+Sing+Gen	anāhitāgniaḥ

anāhitāgni+Sing+Nom	anāhitāgni

anāhuti+Sing+Acc	anāhutiam

anāmikā+Dual+Ins	anāmikābhyām

anāmikā+Sing+Ins	anāmikāā

anārambha+Sing+Nom	anārambha

anārti+Sing+Dat	anārtie

anāśaka+Sing+Nom	anāśaka

anīka+Plur+Acc	anīkaaḥ

anīka+Plur+Ins	anīkabhiḥ

anīka+Plur+Loc	anīkasu

anīka+Sing+Acc	anīkaam

anīka+Sing+Nom	anīka

anīka+Sing+Voc	+?

anīśā+Sing+Ins	anīśāā

anūbandhyā+Plur+Nom	anūbandhyāaḥ

anūbandhyā+Sing+Dat	anūbandhyāe

anūbandhyā+Sing+Nom	anūbandhyā

anūcya+Dual+Nom	anūcyaau

anūcya+Sing+Nom	anūcya

anūka+Sing+Nom	anūka

anūkāśa+Plur+Nom	anūkāśaaḥ

anūpa+Plur+Nom	anūpaaḥ

anūpa+Sing+Loc	anūpai

anūrādhā+Plur+Loc	anūrādhāsu

anṛta+Dual+Acc	anṛtaau

anṛta+Plur+Acc	anṛtaaḥ

anṛta+Sing+Abl	anṛtaaḥ

anṛta+Sing+Acc	anṛtaam

anṛta+Sing+Gen	anṛtaaḥ

anṛta+Sing+Ins	anṛtaā

anṛta+Sing+Nom	anṛta

ap+Plur+Abl	abbhyaḥ

ap+Plur+Acc	apaḥ

ap+Plur+Dat	abbhyaḥ

ap+Plur+Gen	apām

ap+Plur+Ins	abbhiḥ

ap+Plur+Loc	apsu

ap+Plur+Nom	apaḥ

ap+Plur+Voc	+?

ap+Sing+Ins	apā

apabhūti+Sing+Dat	apabhūtie

apacaya+Sing+Ins	apacayaā

apacit+Sing+Nom	apacit

apaciti+Sing+Acc	apacitiam

apaciti+Sing+Dat	apacitie

apaciti+Sing+Nom	apaciti

apadeśa+Plur+Ins	apadeśabhiḥ

apadhvaṃsa+Sing+Ins	apadhvaṃsaā

apadhā+Sing+Ins	apadhāā

apagara+Sing+Nom	apagara

apaghāṭilā+Plur+Nom	apaghāṭilāaḥ

apaghāṭilā+Sing+Acc	apaghāṭilāam

apahati+Sing+Dat	apahatie

apahāni+Sing+Nom	apahāni

apakarṣa+Dual+Ins	apakarṣabhyām

apakarṣaṇa+Sing+Loc	apakarṣaṇai

apakrama+Sing+Dat	apakramae

apakāma+Sing+Acc	apakāmaam

apanodana+Sing+Ins	apanodanaā

apanutti+Sing+Dat	apanuttie

aparapakṣa+Dual+Gen	aparapakṣaoḥ

aparapakṣa+Dual+Ins	aparapakṣabhyām

aparapakṣa+Plur+Gen	aparapakṣaām

aparapakṣa+Plur+Loc	aparapakṣasu

aparapakṣa+Sing+Abl	aparapakṣaaḥ

aparapakṣa+Sing+Acc	aparapakṣaam

aparapakṣa+Sing+Dat	aparapakṣae

aparapakṣa+Sing+Gen	aparapakṣaaḥ

aparapakṣa+Sing+Ins	aparapakṣaā

aparapakṣa+Sing+Loc	aparapakṣai

aparapakṣa+Sing+Nom	aparapakṣa

apararātra+Plur+Loc	apararātrasu

apararātra+Sing+Acc	apararātraam

apararātra+Sing+Loc	apararātrai

aparodha+Sing+Nom	aparodha

aparā+Sing+Nom	aparā

aparādha+Plur+Loc	aparādhasu

aparāgni+Dual+Abl	aparāgnibhyām

aparāhṇa+Plur+Loc	aparāhṇasu

aparāhṇa+Sing+Abl	aparāhṇaaḥ

aparāhṇa+Sing+Acc	aparāhṇaam

aparāhṇa+Sing+Loc	aparāhṇai

aparājitā+Sing+Loc	aparājitāi

aparājitā+Sing+Nom	aparājitā

aparī+Plur+Dat	aparībhyaḥ

apas+Plur+Acc	apasaḥ

apas+Plur+Nom	apasaḥ

apas+Sing+Acc	apasam

apas+Sing+Gen	apasaḥ

apas+Sing+Ins	apasā

apas+Sing+Nom	apas

apasiddhi+Sing+Nom	apasiddhi

apaskambha+Sing+Gen	apaskambhaaḥ

apasthāna+Sing+Gen	apasthānaaḥ

apasāra+Sing+Nom	apasāra

apatha+Sing+Acc	apathaam

apatha+Sing+Nom	apatha

apati+Sing+Nom	apati

apatya+Plur+Acc	apatyaaḥ

apatya+Sing+Abl	apatyaaḥ

apatya+Sing+Acc	apatyaam

apatya+Sing+Dat	apatyae

apatya+Sing+Gen	apatyaaḥ

apatya+Sing+Nom	apatya

apavarga+Sing+Loc	apavargai

apavarga+Sing+Nom	apavarga

apaśraya+Sing+Nom	apaśraya

apaśu+Sing+Nom	apaśu

apidhāna+Plur+Nom	apidhānaaḥ

apidhāna+Sing+Nom	apidhāna

apitva+Sing+Acc	apitvaam

apiśarvara+Sing+Loc	apiśarvarai

apnas+Sing+Acc	apnasam

apnavāna+Sing+Nom	apnavāna

aprajastā+Sing+Acc	aprajastāam

aprajāstva+Sing+Dat	aprajāstvae

aprasraṃsa+Sing+Dat	aprasraṃsae

apratidhṛṣya+Sing+Nom	apratidhṛṣya

apratiratha+Sing+Acc	apratirathaam

apsaras+Plur+Acc	apsarasaḥ

apsaras+Plur+Gen	apsarasām

apsaras+Plur+Nom	apsarasaḥ

apsaras+Plur+Voc	+?

apsaras+Sing+Abl	apsarasaḥ

apsaras+Sing+Acc	apsarasam

apsas+Sing+Nom	apsas

aptoryāma+Sing+Acc	aptoryāmaam

aptoryāma+Sing+Loc	aptoryāmai

aptoryāma+Sing+Nom	aptoryāma

aptoryāman+Sing+Acc	aptoryāmanam

aptoryāman+Sing+Loc	aptoryāmani

apvā+Sing+Voc	+?

apyaya+Sing+Acc	apyayaam

apācana+Sing+Nom	apācana

apālā+Sing+Acc	apālāam

apāmārga+Plur+Ins	apāmārgabhiḥ

apāmārga+Sing+Nom	apāmārga

apāna+Dual+Acc	apānaau

apāna+Dual+Gen	apānaoḥ

apāna+Dual+Ins	apānabhyām

apāna+Dual+Nom	apānaau

apāna+Dual+Voc	+?

apāna+Plur+Acc	apānaaḥ

apāna+Plur+Nom	apānaaḥ

apāna+Sing+Abl	apānaaḥ

apāna+Sing+Acc	apānaam

apāna+Sing+Dat	apānae

apāna+Sing+Ins	apānaā

apāna+Sing+Loc	apānai

apāna+Sing+Nom	apāna

apāṣṭha+Sing+Abl	apāṣṭhaaḥ

apūpa+Plur+Acc	apūpaaḥ

apūpa+Plur+Gen	apūpaām

apūpa+Plur+Ins	apūpabhiḥ

apūpa+Sing+Nom	apūpa

apūpāṣṭakā+Sing+Nom	apūpāṣṭakā

ara+Plur+Acc	araaḥ

ara+Plur+Nom	araaḥ

ara+Sing+Acc	araam

ara+Sing+Nom	ara

aragarāṭa+Plur+Loc	aragarāṭasu

aramati+Sing+Acc	aramatiam

aramati+Sing+Nom	aramati

araru+Sing+Nom	araru

araru+Sing+Voc	+?

arati+Sing+Acc	aratiam

arati+Sing+Nom	arati

aratni+Dual+Acc	aratniau

aratni+Plur+Ins	aratnibhiḥ

aratni+Plur+Nom	aratniaḥ

aratni+Sing+Abl	aratniaḥ

aratni+Sing+Acc	aratniam

aratni+Sing+Loc	aratnii

aratni+Sing+Nom	aratni

araḍā+Sing+Acc	araḍāam

araṃgara+Sing+Nom	araṃgara

araṇi+Dual+Acc	araṇiau

araṇi+Dual+Loc	araṇioḥ

araṇi+Dual+Nom	araṇiau

araṇi+Plur+Ins	araṇibhiḥ

araṇi+Sing+Acc	araṇiam

araṇya+Plur+Loc	araṇyasu

araṇya+Sing+Abl	araṇyaaḥ

araṇya+Sing+Acc	araṇyaam

araṇya+Sing+Dat	araṇyae

araṇya+Sing+Loc	araṇyai

araṇya+Sing+Nom	araṇya

araṇī+Dual+Acc	araṇīau

araṇī+Plur+Loc	araṇīṣu

araṇī+Sing+Nom	araṇī

arbuda+Sing+Acc	arbudaam

arbuda+Sing+Gen	arbudaaḥ

arbuda+Sing+Nom	arbuda

arci+Plur+Nom	arciaḥ

arci+Sing+Acc	arciam

arcis+Plur+Nom	arciṣaḥ

arcis+Sing+Abl	arciṣaḥ

arcis+Sing+Acc	arciṣam

arcis+Sing+Dat	arciṣe

arcis+Sing+Ins	arciṣā

arcis+Sing+Loc	arciṣi

arcis+Sing+Nom	arciṣ

ardha+Sing+Abl	ardhaaḥ

ardha+Sing+Acc	ardhaam

ardha+Sing+Gen	ardhaaḥ

ardha+Sing+Ins	ardhaā

ardha+Sing+Loc	ardhai

ardha+Sing+Nom	ardha

ardharca+Dual+Gen	ardharcaoḥ

ardharca+Sing+Ins	ardharcaā

ardharātra+Sing+Abl	ardharātraaḥ

ardharātra+Sing+Acc	ardharātraam

areṇu+Plur+Nom	areṇuaḥ

argala+Sing+Nom	argala

argha+Sing+Acc	arghaam

argha+Sing+Nom	argha

arghapātra+Plur+Acc	arghapātraaḥ

arghya+Plur+Nom	arghyaaḥ

arghya+Sing+Acc	arghyaam

arghya+Sing+Nom	arghya

arhant+Sing+Voc	+?

arhaṇā+Sing+Nom	arhaṇā

ari+Sing+Acc	ariam

aritra+Plur+Nom	aritraaḥ

aritra+Sing+Acc	aritraam

ariṃdama+Sing+Dat	ariṃdamae

ariṣṭaka+Dual+Acc	ariṣṭakaau

ariṣṭatāti+Sing+Dat	ariṣṭatātie

ariṣṭi+Sing+Acc	ariṣṭiam

ariṣṭi+Sing+Dat	ariṣṭie

arjuna+Dual+Acc	arjunaau

arjuna+Sing+Abl	arjunaaḥ

arjuna+Sing+Acc	arjunaam

arjuna+Sing+Nom	arjuna

arjuna+Sing+Voc	+?

arka+Dual+Nom	arkaau

arka+Plur+Ins	arkabhiḥ

arka+Plur+Nom	arkaaḥ

arka+Sing+Acc	arkaam

arka+Sing+Gen	arkaaḥ

arka+Sing+Ins	arkaā

arka+Sing+Nom	arka

arkagrīva+Plur+Nom	arkagrīvaaḥ

arkapuṣpa+Sing+Nom	arkapuṣpa

arkaśiras+Sing+Nom	arkaśiras

artha+Dual+Nom	arthaau

artha+Plur+Acc	arthaaḥ

artha+Plur+Loc	arthasu

artha+Plur+Nom	arthaaḥ

artha+Sing+Abl	arthaaḥ

artha+Sing+Acc	arthaam

artha+Sing+Dat	arthae

artha+Sing+Gen	arthaaḥ

artha+Sing+Loc	arthai

artha+Sing+Nom	artha

arthapati+Sing+Loc	arthapatii

arthavāda+Plur+Nom	arthavādaaḥ

arthaśāstra+Sing+Nom	arthaśāstra

arundhatī+Sing+Acc	arundhatīam

arundhatī+Sing+Nom	arundhatī

arundhatī+Sing+Voc	+?

arurmagha+Plur+Acc	arurmaghaaḥ

arurmukha+Plur+Acc	arurmukhaaḥ

arus+Sing+Nom	aruṣ

aruṇa+Plur+Ins	aruṇabhiḥ

aruṇa+Sing+Loc	aruṇai

aruṇa+Sing+Nom	aruṇa

aruṇi+Sing+Nom	aruṇi

aruṇī+Plur+Acc	aruṇīaḥ

aruṇī+Plur+Gen	aruṇīām

aruṣī+Plur+Nom	aruṣīaḥ

arvan+Sing+Nom	arvan

arvan+Sing+Voc	+?

arvant+Plur+Acc	arvantaḥ

arvant+Plur+Gen	arvantām

arvant+Plur+Loc	arvantsu

arvant+Plur+Nom	arvantaḥ

arvant+Sing+Acc	arvantam

arvant+Sing+Dat	arvante

arvant+Sing+Gen	arvantaḥ

arvant+Sing+Ins	arvantā

arvant+Sing+Voc	+?

arvatī+Plur+Ins	arvatībhiḥ

arvāgvasu+Sing+Gen	arvāgvasuaḥ

arvāgvasu+Sing+Nom	arvāgvasu

arvāvasu+Sing+Gen	arvāvasuaḥ

arvāvasu+Sing+Nom	arvāvasu

arvāvat+Sing+Loc	arvāvati

arya+Sing+Nom	arya

aryaman+Plur+Nom	aryamanaḥ

aryaman+Sing+Abl	aryamanaḥ

aryaman+Sing+Acc	aryamanam

aryaman+Sing+Gen	aryamanaḥ

aryaman+Sing+Nom	aryaman

aryaman+Sing+Voc	+?

aryamṇa+Sing+Nom	aryamṇa

arāti+Plur+Acc	arātiaḥ

arāti+Plur+Nom	arātiaḥ

arāti+Sing+Acc	arātiam

arāti+Sing+Dat	arātie

arāti+Sing+Nom	arāti

arāṭakī+Sing+Nom	arāṭakī

arśasāna+Sing+Acc	arśasānaam

arṇa+Plur+Acc	arṇaaḥ

arṇa+Sing+Acc	arṇaam

arṇa+Sing+Nom	arṇa

arṇas+Plur+Acc	arṇasaḥ

arṇas+Sing+Acc	arṇasam

arṇas+Sing+Ins	arṇasā

arṇava+Dual+Acc	arṇavaau

arṇava+Dual+Nom	arṇavaau

arṇava+Sing+Acc	arṇavaam

arṇava+Sing+Loc	arṇavai

asamāti+Plur+Loc	asamātiṣu

asamṛddhi+Sing+Acc	asamṛddhiam

asana+Sing+Dat	asanae

asaṃbhava+Sing+Abl	asaṃbhavaaḥ

asaṅga+Sing+Gen	asaṅgaaḥ

asi+Plur+Nom	asiaḥ

asi+Sing+Acc	asiam

asi+Sing+Nom	asi

asida+Sing+Acc	asidaam

asida+Sing+Ins	asidaā

asiknī+Sing+Acc	asiknīam

asiknī+Sing+Ins	asiknīā

asira+Sing+Ins	asiraā

asita+Plur+Voc	+?

asita+Sing+Gen	asitaaḥ

asita+Sing+Nom	asita

asitamṛga+Plur+Nom	asitamṛgaaḥ

askambhana+Sing+Loc	askambhanai

asmṛti+Sing+Loc	asmṛtii

asra+Plur+Gen	asraām

asra+Sing+Acc	asraam

asra+Sing+Nom	asra

asta+Sing+Acc	astaam

astaka+Sing+Acc	astakaam

astamaya+Sing+Abl	astamayaaḥ

astamaya+Sing+Acc	astamayaam

astha+Plur+Nom	asthaaḥ

asthi+Plur+Loc	asthiṣu

asthi+Plur+Nom	asthiaḥ

asthi+Sing+Acc	asthiam

asthi+Sing+Gen	asthiaḥ

asthi+Sing+Nom	asthi

asthāna+Sing+Loc	asthānai

astra+Plur+Acc	astraaḥ

astra+Sing+Nom	astra

astṛ+Sing+Gen	astṛaḥ

astṛ+Sing+Ins	astṛā

astṛ+Sing+Nom	astṛ

asu+Plur+Acc	asuaḥ

asu+Plur+Voc	+?

asu+Sing+Acc	asuam

asu+Sing+Ins	asuā

asu+Sing+Nom	asu

asu+Sing+Voc	+?

asunīti+Sing+Acc	asunītiam

asura+Dual+Nom	asuraau

asura+Plur+Abl	asurabhyaḥ

asura+Plur+Acc	asuraaḥ

asura+Plur+Dat	asurabhyaḥ

asura+Plur+Gen	asuraām

asura+Plur+Loc	asurasu

asura+Plur+Nom	asuraaḥ

asura+Sing+Gen	asuraaḥ

asura+Sing+Nom	asura

asura+Sing+Voc	+?

asurarakṣasa+Plur+Abl	asurarakṣasabhyaḥ

asurya+Sing+Acc	asuryaam

asurya+Sing+Gen	asuryaaḥ

asurya+Sing+Nom	asurya

asurī+Sing+Ins	asurīā

asurī+Sing+Nom	asurī

asāṃnidhya+Sing+Abl	asāṃnidhyaaḥ

asūyā+Sing+Ins	asūyāā

asṛj+Sing+Ins	asṛjā

asṛj+Sing+Nom	asṛj

atasa+Plur+Acc	atasaaḥ

atasa+Plur+Loc	atasasu

atasa+Sing+Acc	atasaam

atasa+Sing+Loc	atasai

atasi+Plur+Gen	atasiām

atasī+Plur+Gen	atasīām

atharva+Sing+Dat	atharvae

atharvan+Plur+Gen	atharvanām

atharvan+Plur+Ins	atharvanbhiḥ

atharvan+Plur+Nom	atharvanaḥ

atharvan+Sing+Gen	atharvanaḥ

atharvan+Sing+Ins	atharvanā

atharvan+Sing+Nom	atharvan

atharvaveda+Sing+Loc	atharvavedai

atharvaveda+Sing+Nom	atharvaveda

atharvaśiras+Sing+Nom	atharvaśiras

atharvāṅgirasa+Sing+Nom	atharvāṅgirasa

aticchandas+Sing+Ins	aticchandasā

aticchandas+Sing+Nom	aticchandas

aticāra+Sing+Acc	aticāraam

atideśa+Sing+Loc	atideśai

atideśa+Sing+Nom	atideśa

atidhanvan+Sing+Nom	atidhanvan

atidāha+Sing+Dat	atidāhae

atidūra+Sing+Loc	atidūrai

atighnī+Sing+Acc	atighnīam

atikrama+Sing+Abl	atikramaaḥ

atikrama+Sing+Acc	atikramaam

atikrama+Sing+Loc	atikramai

atikṛcchra+Dual+Nom	atikṛcchraau

atikṛcchra+Sing+Acc	atikṛcchraam

atikṛcchra+Sing+Gen	atikṛcchraaḥ

atikṛcchra+Sing+Nom	atikṛcchra

atimati+Sing+Acc	atimatiam

atimokṣa+Plur+Nom	atimokṣaaḥ

atimukti+Plur+Acc	atimuktiaḥ

atimukti+Sing+Nom	atimukti

atimāna+Sing+Ins	atimānaā

atipitāmaha+Sing+Nom	atipitāmaha

atipitṛ+Sing+Nom	atipitṛ

atipraṇaya+Sing+Nom	atipraṇaya

atipuruṣa+Sing+Nom	atipuruṣa

atipāda+Sing+Abl	atipādaaḥ

atipāda+Sing+Dat	atipādae

atiratha+Sing+Nom	atiratha

atirātra+Plur+Abl	atirātrabhyaḥ

atirātra+Plur+Nom	atirātraaḥ

atirātra+Sing+Acc	atirātraam

atirātra+Sing+Loc	atirātrai

atirātra+Sing+Nom	atirātra

atisara+Plur+Acc	atiṣaraaḥ

atisara+Plur+Nom	atiṣaraaḥ

atisara+Plur+Voc	+?

atisṛṣṭi+Sing+Loc	atiṣṛṣṭii

atisṛṣṭi+Sing+Nom	atiṣṛṣṭi

atithi+Plur+Acc	atithiaḥ

atithi+Plur+Dat	atithibhyaḥ

atithi+Plur+Nom	atithiaḥ

atithi+Sing+Acc	atithiam

atithi+Sing+Dat	atithie

atithi+Sing+Nom	atithi

atithigva+Sing+Dat	atithigvae

atithigva+Sing+Gen	atithigvaaḥ

ativāta+Plur+Loc	ativātasu

atiśeṣa+Plur+Acc	atiśeṣaaḥ

atka+Sing+Acc	atkaam

atka+Sing+Loc	atkai

atra+Plur+Nom	atraaḥ

atri+Plur+Gen	atriām

atri+Plur+Nom	atriaḥ

atri+Sing+Acc	atriam

atri+Sing+Dat	atrie

atri+Sing+Gen	atriaḥ

atri+Sing+Nom	atri

atri+Sing+Voc	+?

atrin+Plur+Acc	atrinaḥ

atrin+Plur+Gen	atrinām

